gdppercapita_us_inflation_adjusted,geo,time
400.3,zwe,1961
392.9,zwe,1962
403.9,zwe,1963
386.5,zwe,1964
392.4,zwe,1965
385.6,zwe,1966
404.6,zwe,1967
399.4,zwe,1968
434.6,zwe,1969
515.2,zwe,1970
542.5,zwe,1971
567.9,zwe,1972
563,zwe,1973
580.2,zwe,1974
550.3,zwe,1975
535.2,zwe,1976
482.8,zwe,1977
454.8,zwe,1978
454.1,zwe,1979
501.3,zwe,1980
543,zwe,1981
535.9,zwe,1982
523.1,zwe,1983
493.4,zwe,1984
507.8,zwe,1985
499.7,zwe,1986
487.7,zwe,1987
507,zwe,1988
516.7,zwe,1989
537,zwe,1990
552,zwe,1991
490.5,zwe,1992
485.1,zwe,1993
519.5,zwe,1994
510.8,zwe,1995
553.9,zwe,1996
559.5,zwe,1997
567.5,zwe,1998
556.3,zwe,1999
534.8,zwe,2000
539.7,zwe,2001
490.4,zwe,2002
406.9,zwe,2003
383.7,zwe,2004
362.6,zwe,2005
351.2,zwe,2006
339.7,zwe,2007
280.3,zwe,2008
296.5,zwe,2009
322.6,zwe,2010
347.7,zwe,2011
